Signature,Turn,Word,Length,Signature Commonality
0-15-2-21,3,crex,4,4
0-15-2-21,12,lang,4,4
0-15-2-21,16,perk,4,4
0-15-2-21,19,shun,4,4
0-15-2-2-13,3,creep,5,2
0-15-2-2-13,12,lanny,5,2
0-15-3,5,eth,3,3
0-15-3,12,lao,3,3
0-15-3,16,pes,3,3
0-15-4,1,ape,3,5
0-15-4,12,lap,3,5
0-15-4,15,ods,3,5
0-15-4,16,pet,3,5
0-15-4,0,zod,3,5
0-15-6-25,3,crib,4,2
0-15-6-25,12,lark,4,2
0-15-6-6-13,6,fulls,5,2
0-15-6-6-13,12,larry,5,2
0-15-7-19,6,fumy,4,3
0-15-7-19,12,lase,4,3
0-15-7-19,20,tiam,4,3
0-15-7-25,6,fume,4,2
0-15-7-25,12,lask,4,2
0-15-8,6,fun,3,4
0-15-8,12,lat,3,4
0-15-8,19,sha,3,4
0-15-8,20,tib,3,4
0-15-8-6-3,6,funli,5,2
0-15-8-6-3,12,latro,5,2
0-15-11,1,apl,3,5
0-15-11,12,law,3,5
0-15-11,15,odz,3,5
0-15-11,16,pea,3,5
0-15-11,20,tie,3,5
0-15-12-19-6,6,furyl,5,2
0-15-12-19-6,12,laxer,5,2
0-19-15-22,5,exta,4,2
0-19-15-22,12,leah,4,2
0-19-15-2,5,extg,4,3
0-19-15-2,12,lean,4,3
0-19-15-2,16,pier,4,3
0-19-19,1,att,3,3
0-19-19,12,lee,3,3
0-19-19,21,unn,3,3
0-19-19-20,8,haab,4,2
0-19-19-20,12,leef,4,2
0-19-19-4,1,atte,4,2
0-19-19-4,12,leep,4,2
0-19-22-23,8,hade,4,4
0-19-22-23,12,lehi,4,4
0-19-22-23,16,pilm,4,4
0-19-22-23,19,slop,4,4
0-19-25,8,hag,3,2
0-19-25,12,lek,3,2
0-19-2-3,2,bude,4,2
0-19-2-3,12,leno,4,2
0-19-3,8,hak,3,3
0-19-3,12,leo,3,3
0-19-3,16,pis,3,3
0-19-3-7,8,hako,4,2
0-19-3-7,12,leos,4,2
0-19-4-15,5,exit,4,2
0-19-4-15,12,lepa,4,2
0-19-4-15-0,5,exite,5,2
0-19-4-15-0,12,lepal,5,2
0-19-4-4-13,2,buffo,5,2
0-19-4-4-13,12,leppy,5,2
0-19-7,8,hao,3,5
0-19-7,12,les,3,5
0-19-7,15,ohv,3,5
0-19-7,21,unb,3,5
0-19-7,22,voc,3,5
0-19-10-23,8,hare,4,2
0-19-10-23,12,levi,4,2
0-19-10-13,5,exor,4,2
0-19-10-13,12,levy,4,2
0-19-10-3,8,hark,4,2
0-19-10-3,12,levo,4,2
0-22-16,5,eau,3,4
0-22-16,12,lhb,3,4
0-22-16,15,oke,3,4
0-22-16,16,plf,3,4
0-23-15-6,8,hewn,4,2
0-23-15-6,12,liar,4,2
0-23-16-7,11,khar,4,2
0-23-16-7,12,libs,4,2
0-23-17-19,4,dauw,4,2
0-23-17-19,12,lice,4,2
0-23-18-3,2,byte,4,2
0-23-18-3,12,lido,4,2
0-13-19,1,ant,3,4
0-13-19,12,lye,3,4
0-13-19,14,nag,3,4
0-13-19,16,pci,3,4
0-23-19-7,4,dawk,4,3
0-23-19-7,12,lies,4,3
0-23-19-7,18,roky,4,3
0-23-21,4,day,3,4
0-23-21,12,lig,3,4
0-23-21,16,pmk,3,4
0-23-21,18,rom,3,4
0-23-0-15,4,dads,4,2
0-23-0-15,12,lila,4,2
0-23-1-19-13,8,heiau,5,2
0-23-1-19-13,12,limey,5,2
0-23-1-4,8,heil,4,2
0-23-1-4,12,limp,4,2
0-23-2-2,4,daff,4,2
0-23-2-2,12,linn,4,2
0-23-4-15,4,dahs,4,2
0-23-4-15,12,lipa,4,2
0-23-5,8,hem,3,3
0-23-5,12,liq,3,3
0-23-5,18,row,3,3
0-23-6,8,hen,3,5
0-23-6,12,lir,3,5
0-23-6,18,rox,3,5
0-23-6,19,spy,3,5
0-23-6,21,ura,3,5
0-23-7-15,4,daks,4,2
0-23-7-15,12,lisa,4,2
0-23-8-7,4,dalk,4,2
0-23-8-7,12,lits,4,2
0-0-16,4,ddt,3,3
0-0-16,12,llb,3,3
0-0-16,19,ssi,3,3
0-2-6,7,gim,3,3
0-2-6,12,lnr,3,3
0-2-6,13,mos,3,3
0-3-15,1,adp,3,6
0-3-15,12,loa,3,6
0-3-15,13,mpb,3,6
0-3-15,15,ord,3,6
0-3-15,18,rug,3,6
0-3-15,20,twi,3,6
0-3-16-3,2,bere,4,2
0-3-16-3,12,lobo,4,2
0-3-17,2,bes,3,3
0-3-17,12,loc,3,3
0-3-17,15,orf,3,3
0-3-17-25,2,besa,4,2
0-3-17-25,12,lock,4,2
0-3-20,6,fiz,3,3
0-3-20,12,lof,3,3
0-3-20,13,mpg,3,3
0-3-21,1,adv,3,5
0-3-21,12,log,3,5
0-3-21,13,mph,3,5
0-3-21,18,rum,3,5
0-3-21,20,two,3,5
0-3-21-19,1,advt,4,2
0-3-21-19,12,loge,4,2
0-3-13-2,6,fish,4,2
0-3-13-2,12,loyn,4,2
0-3-25-19,2,beau,4,2
0-3-25-19,12,loke,4,2
0-3-0-3,1,adad,4,3
0-3-0-3,12,lolo,4,3
0-3-0-3,18,ruru,4,3
0-3-2-18,9,ilka,4,2
0-3-2-18,12,lond,4,2
0-3-3-20,1,addu,4,2
0-3-3-20,12,loof,4,2
0-3-3-2-7,2,beedi,5,2
0-3-3-2-7,12,loons,5,2
0-3-3-4,2,beef,4,3
0-3-3-4,12,loop,4,3
0-3-3-4,16,psst,4,3
0-3-4-19,1,adet,4,2
0-3-4-19,12,lope,4,2
0-3-6-13,6,fils,4,2
0-3-6-13,12,lory,4,2
0-3-6-3,6,fili,4,2
0-3-6-3,12,loro,4,2
0-3-6-6-13,6,fills,5,2
0-3-6-6-13,12,lorry,5,2
0-3-6-7,6,film,4,2
0-3-6-7,12,lors,4,2
0-3-8,6,fin,3,3
0-3-8,12,lot,3,3
0-3-8,17,qty,3,3
0-3-8-19,1,adit,4,2
0-3-8-19,12,lote,4,2
0-3-8-3,6,fini,4,2
0-3-8-3,12,loto,4,2
0-3-8-8-19,6,finny,5,2
0-3-8-8-19,12,lotte,5,2
0-3-11-2,6,fiqh,4,2
0-3-11-2,12,lown,4,2
0-4-1,11,kol,3,3
0-4-1,12,lpm,3,3
0-4-1,23,wax,3,3
0-9-19,6,foy,3,2
0-9-19,12,lue,3,2
0-9-21-7,6,foam,4,2
0-9-21-7,12,lugs,4,2
0-9-23,7,gpd,3,2
0-9-23,12,lui,3,2
0-9-1-1-19,6,foggy,5,2
0-9-1-1-19,12,lumme,5,2
0-9-1-9-8,6,fogon,5,2
0-9-1-9-8,12,lumut,5,2
0-9-2-2,3,clee,4,2
0-9-2-2,12,lunn,4,2
0-9-2-8,6,fohn,4,2
0-9-2-8,12,lunt,4,2
0-9-6-19,3,cliv,4,2
0-9-6-19,12,lure,4,2
0-9-6-25,6,fole,4,2
0-9-6-25,12,lurk,4,2
0-9-7-22,9,irpe,4,2
0-9-7-22,12,lush,4,2
0-9-7-25-13,6,fomes,5,2
0-9-7-25-13,12,lusky,5,2
0-10-3-10,9,isls,4,2
0-10-3-10,12,lvov,4,2
0-12-12,3,coo,3,3
0-12-12,12,lxx,3,3
0-12-12,19,see,3,3
0-14-14-0,5,esse,4,2
0-14-14-0,13,maam,4,2
0-14-16,5,esu,3,2
0-14-16,13,mac,3,2
0-14-20,11,kye,3,2
0-14-20,13,mag,3,2
0-14-20-6,7,guam,4,2
0-14-20-6,13,mags,4,2
0-14-21,4,dry,3,3
0-14-21,13,mah,3,3
0-14-21,20,tho,3,3
0-14-24-22,5,esca,4,2
0-14-24-22,13,maki,4,2
0-14-25,5,esd,3,3
0-14-25,13,mal,3,3
0-14-25,21,uit,3,3
0-14-25-25,7,guff,4,2
0-14-25-25,13,mall,4,2
0-14-0,5,ese,3,2
0-14-0,13,mam,3,2
0-14-1-1,4,dree,4,2
0-14-1-1,13,mann,4,2
0-14-1-1-12,4,dreep,5,2
0-14-1-1-12,13,manny,5,2
0-14-1-7,4,drek,4,2
0-14-1-7,13,mant,4,2
0-14-1-11,7,guhr,4,2
0-14-1-11,13,manx,4,2
0-14-2,6,fth,3,2
0-14-2,13,mao,3,2
0-14-5,7,gul,3,4
0-14-5,13,mar,3,4
0-14-5,15,oct,3,4
0-14-5,20,thy,3,4
0-14-5-18,7,guly,4,2
0-14-5-18,13,mare,4,2
0-14-5-20,7,gula,4,2
0-14-5-20,13,marg,4,2
0-14-5-25,7,gulf,4,2
0-14-5-25,13,marl,4,2
0-14-5-25-12,7,gulfs,5,2
0-14-5-25-12,13,marly,5,2
0-14-5-0-14-5,7,gulgul,6,2
0-14-5-0-14-5,13,marmar,6,2
0-14-5-5-12,7,gulls,5,2
0-14-5-5-12,13,marry,5,2
0-14-5-8,7,gulo,4,2
0-14-5-8,13,maru,4,2
0-14-5-9-12,7,gulps,5,2
0-14-5-9-12,13,marvy,5,2
0-14-6,7,gum,3,2
0-14-6,13,mas,3,2
0-14-6-6-18,7,gummy,5,2
0-14-6-6-18,13,masse,5,2
0-14-7-12,7,guns,4,2
0-14-7-12,13,maty,4,2
0-14-7-7-18,7,gunny,5,2
0-14-7-7-18,13,matte,5,2
0-14-7-13-14-21,7,guntub,6,2
0-14-7-13-14-21,13,matzah,6,2
0-14-10,11,kyu,3,3
0-14-10,13,maw,3,3
0-14-10,18,rfb,3,3
0-14-13-12,7,guts,4,2
0-14-13-12,13,mazy,4,2
0-16-19,25,yor,3,3
0-16-19,13,mcf,3,3
0-16-19,19,sil,3,3
0-18-14-17,1,asor,4,2
0-18-14-17,13,mead,4,2
0-18-14-10,1,asok,4,2
0-18-14-10,13,meaw,4,2
0-18-17,3,cut,3,3
0-18-17,13,med,3,3
0-18-17,23,won,3,3
0-18-17-2-16,3,cutes,5,2
0-18-17-2-16,13,medoc,5,2
0-18-18,1,ass,3,4
0-18-18,13,mee,3,4
0-18-18,21,umm,3,4
0-18-18,23,woo,3,4
0-18-25,3,cub,3,3
0-18-25,13,mel,3,3
0-18-25,16,pho,3,3
0-18-25-17-6,3,cubti,5,2
0-18-25-17-6,13,melds,5,2
0-18-25-2-1,3,cubed,5,2
0-18-25-2-1,13,melon,5,2
0-18-25-6,3,cubi,4,2
0-18-25-6,13,mels,4,2
0-18-2,3,cue,3,4
0-18-2,13,meo,3,4
0-18-2,16,phr,3,4
0-18-2,23,woy,3,4
0-18-4,1,ase,3,4
0-18-4,13,meq,3,4
0-18-4,16,pht,3,4
0-18-4,23,woa,3,4
0-18-5,9,ian,3,4
0-18-5,13,mer,3,4
0-18-5,16,phu,3,4
0-18-5,23,wob,3,4
0-18-5-24,7,gyle,4,2
0-18-5-24,13,merk,4,2
0-18-8-0,1,asia,4,2
0-18-8-0,13,meum,4,2
0-22-14,25,yum,3,4
0-22-14,13,mia,3,4
0-22-14,19,sog,3,4
0-22-14,20,tph,3,4
0-12-14,6,frt,3,3
0-12-14,13,mya,3,3
0-12-14,19,seg,3,3
0-22-14-2,25,yuma,4,2
0-22-14-2,13,miao,4,2
0-22-20,25,yus,3,3
0-22-20,13,mig,3,3
0-22-20,15,oki,3,3
0-22-25,5,ead,3,3
0-22-25,13,mil,3,3
0-22-25,20,tps,3,3
0-12-0,1,ama,3,2
0-12-0,13,mym,3,2
0-12-1-14,1,ambo,4,2
0-12-1-14,13,myna,4,2
0-22-7,11,kgr,3,2
0-22-7,13,mit,3,2
0-22-11-18,1,awls,4,2
0-22-11-18,13,mixe,4,2
0-12-11-2,3,cone,4,2
0-12-11-2,13,myxo,4,2
0-22-13-18,1,awns,4,2
0-22-13-18,13,mize,4,2
0-24-7,7,gen,3,4
0-24-7,13,mkt,3,4
0-24-7,20,tra,3,4
0-24-7,23,wud,3,4
0-24-7-20,7,gena,4,3
0-24-7-20,13,mktg,4,3
0-24-7-20,20,tran,4,3
0-2-14,25,yam,3,2
0-2-14,13,moa,3,2
0-2-15,25,yan,3,3
0-2-15,13,mob,3,3
0-2-15,16,pre,3,3
0-2-17-2-16,3,cetes,5,2
0-2-17-2-16,13,modoc,5,2
0-2-17-6,3,ceti,4,2
0-2-17-6,13,mods,4,2
0-2-20,25,yas,3,3
0-2-20,13,mog,3,3
0-2-20,19,sum,3,3
0-2-22,9,ike,3,2
0-2-22,13,moi,3,2
0-2-22-17,25,yaup,4,2
0-2-22-17,13,moid,4,2
0-2-22-25,5,egad,4,2
0-2-22-25,13,moil,4,2
0-2-12-2,25,yaka,4,2
0-2-12-2,13,moyo,4,2
0-2-22-5,25,yaud,4,2
0-2-22-5,13,moir,4,2
0-2-22-7,5,egal,4,2
0-2-22-7,13,moit,4,2
0-2-23-2,25,yava,4,2
0-2-23-2,13,mojo,4,2
0-2-24-12,7,gies,4,2
0-2-24-12,13,moky,4,2
0-2-25,7,gif,3,4
0-2-25,13,mol,3,4
0-2-25,16,pro,3,4
0-2-25,19,sur,3,4
0-2-1-2,3,cede,4,3
0-2-1-2,13,mono,4,3
0-2-1-2,19,sutu,4,3
0-2-1-6,3,cedi,4,2
0-2-1-6,13,mons,4,2
0-2-3,2,bde,3,3
0-2-3,13,mop,3,3
0-2-3,16,prs,3,3
0-2-5-20,7,gila,4,2
0-2-5-20,13,morg,4,2
0-2-5-6,25,yade,4,2
0-2-5-6,13,mors,4,2
0-2-7-7-18,7,ginny,5,2
0-2-7-7-18,13,motte,5,2
0-2-8,7,gio,3,3
0-2-8,13,mou,3,3
0-2-8,23,wye,3,3
0-2-8-18,1,acis,4,2
0-2-8-18,13,moue,4,2
0-2-8-3,1,acid,4,2
0-2-8-3,13,moup,4,2
0-2-9-18,9,ikra,4,2
0-2-9-18,13,move,4,2
0-2-10-7,5,egol,4,2
0-2-10-7,13,mowt,4,2
0-2-11-2,3,cene,4,2
0-2-11-2,13,moxo,4,2
0-2-13-2,3,cepe,4,2
0-2-13-2,13,mozo,4,2
0-2-13-2-6,7,gitim,5,2
0-2-13-2-6,13,mozos,5,2
0-5-8,4,dil,3,2
0-5-8,13,mru,3,2
0-6-20,25,yes,3,5
0-6-20,13,msg,3,5
0-6-20,14,nth,3,5
0-6-20,15,oui,3,5
0-6-20,19,sym,3,5
0-6-25,25,yex,3,3
0-6-25,13,msl,3,3
0-6-25,19,syr,3,3
0-7-11,2,bim,3,3
0-7-11,13,mtx,3,3
0-7-11,20,tae,3,3
0-8-20-14,5,emys,4,2
0-8-20-14,13,muga,4,2
0-8-25-25,7,goff,4,2
0-8-25-25,13,mull,4,2
0-8-0-18,1,aias,4,2
0-8-0-18,13,mume,4,2
0-8-1,5,emf,3,3
0-8-1,13,mun,3,3
0-8-1,19,sat,3,3
0-8-5-24-12,7,goles,5,2
0-8-5-24-12,13,murky,5,2
0-8-5-24-6,7,golem,5,2
0-8-5-24-6,13,murks,5,2
0-8-5-25-12,7,golfs,5,2
0-8-5-25-12,13,murly,5,2
0-8-5-5,7,goll,4,2
0-8-5-5,13,murr,4,2
0-8-5-5-18,7,golly,5,2
0-8-5-5-18,13,murre,5,2
0-8-6,12,ltr,3,4
0-8-6,13,mus,3,4
0-8-6,19,say,3,4
0-8-6,21,uca,3,4
0-8-6-24,7,gome,4,2
0-8-6-24,13,musk,4,2
0-8-7,7,gon,3,3
0-8-7,13,mut,3,3
0-8-7,23,wed,3,3
0-8-7-18,7,gony,4,2
0-8-7-18,13,mute,4,2
0-11-17,7,grx,3,3
0-11-17,13,mxd,3,3
0-11-17,14,nye,3,3
0-13-16-13,2,boro,4,3
0-13-16-13,14,nada,4,3
0-13-16-13,22,vili,4,3
0-13-19-0-13-19,2,boubou,6,2
0-13-19-0-13-19,14,nagnag,6,2
0-13-11,2,bom,3,3
0-13-11,14,nay,3,3
0-13-11,18,rec,3,3
0-13-0-17,2,bobs,4,2
0-13-0-17,14,nane,4,2
0-13-1-21,8,huic,4,2
0-13-1-21,14,naoi,4,2
0-13-2-13,2,bodo,4,3
0-13-2-13,14,napa,4,3
0-13-2-13,18,rete,4,3
0-13-2-17,2,bods,4,2
0-13-2-17,14,nape,4,2
0-13-4,1,ane,3,6
0-13-4,14,nar,3,6
0-13-4,15,obs,3,6
0-13-4,16,pct,3,6
0-13-4,18,rev,3,6
0-13-4,22,viz,3,6
0-13-4-17,8,huly,4,2
0-13-4-17,14,nare,4,2
0-13-4-21-0-17,8,hulchy,6,2
0-13-4-21-0-17,14,narine,6,2
0-13-4-4-13,2,boffo,5,2
0-13-4-4-13,14,narra,5,2
0-13-4-9,5,erin,4,2
0-13-4-9,14,narw,4,2
0-13-5-13,2,bogo,4,2
0-13-5-13,14,nasa,4,2
0-13-8-11,1,anil,4,2
0-13-8-11,14,navy,4,2
0-13-12-17,2,bons,4,2
0-13-12-17,14,naze,4,2
0-17-13-6,10,jawp,4,2
0-17-13-6,14,neat,4,2
0-17-16,3,cts,3,2
0-17-16,14,ned,3,2
0-17-17,1,arr,3,4
0-17-17,14,nee,3,4
0-17-17,15,off,3,4
0-17-17,21,ull,3,4
0-17-17-16,9,izzy,4,2
0-17-17-16,14,need,4,2
0-17-17-6,10,jaap,4,3
0-17-17-6,14,neet,4,3
0-17-17-6,21,ulla,4,3
0-17-19,1,art,3,3
0-17-19,14,neg,3,3
0-17-19,18,rik,3,3
0-17-24-24,4,dubb,4,2
0-17-24-24,14,nell,4,2
0-17-25-1,4,duce,4,2
0-17-25-1,14,nemo,4,2
0-17-0-17,1,arar,4,2
0-17-0-17,14,nene,4,2
0-17-1-0,1,arba,4,2
0-17-1-0,14,neon,4,2
0-17-4-21,10,jane,4,2
0-17-4-21,14,neri,4,2
0-17-5-6,8,hymn,4,2
0-17-5-6,14,nest,4,2
0-17-5-6-11,8,hymns,5,2
0-17-5-6-11,14,nesty,5,2
0-17-6-17-4,10,japan,5,2
0-17-6-17-4,14,neter,5,2
0-17-6-21,10,jape,4,2
0-17-6-21,14,neti,4,2
0-17-7-23,4,duka,4,2
0-17-7-23,14,neuk,4,2
0-17-8-17,10,jara,4,2
0-17-8-17,14,neve,4,2
0-17-8-21,4,duly,4,2
0-17-8-21,14,nevi,4,2
0-17-8-1,10,jark,4,2
0-17-8-1,14,nevo,4,2
0-17-9,4,dum,3,3
0-17-9,14,new,3,3
0-17-9,18,ria,3,3
0-17-9-6,10,jasp,4,2
0-17-9-6,14,newt,4,2
0-20-13-0,5,eyre,4,2
0-20-13-0,14,nhan,4,2
0-21-19,6,fay,3,3
0-21-19,14,nig,3,3
0-21-19,20,tom,3,3
0-21-25,6,fae,3,3
0-21-25,14,nim,3,3
0-21-25,20,tos,3,3
0-21-0-17,1,avar,4,2
0-21-0-17,14,nine,4,2
0-21-2,13,mho,3,4
0-21-2,14,nip,3,4
0-21-2,20,tov,3,4
0-21-2,23,wry,3,4
0-21-6-5,6,falk,4,2
0-21-6-5,14,nits,4,2
0-21-6-6-13,6,falls,5,2
0-21-6-6-13,14,nitta,5,2
0-21-12-13-25,6,farse,5,2
0-21-12-13-25,14,nizam,5,2
0-1-13,1,abn,3,3
0-1-13,14,noa,3,3
0-1-13,20,tug,3,3
0-1-16,4,det,3,4
0-1-16,14,nod,3,4
0-1-16,15,ope,3,4
0-1-16,0,zap,3,4
0-1-16-5,4,deti,4,2
0-1-16-5,14,nods,4,2
0-1-24-16,4,debt,4,2
0-1-24-16,14,nold,4,2
0-1-24-24,7,ghee,4,3
0-1-24-24,14,noll,4,3
0-1-24-24,20,turr,4,3
0-1-24-1,4,debe,4,2
0-1-24-1,14,nolo,4,2
0-1-25,4,dec,3,3
0-1-25,14,nom,3,3
0-1-25,19,str,3,3
0-1-0,1,aba,3,3
0-1-0,14,non,3,3
0-1-0,20,tut,3,3
0-1-4-23,8,hile,4,2
0-1-4-23,14,nork,4,2
0-1-4-4-11,8,hills,5,2
0-1-4-4-11,14,norry,5,2
0-1-6-17,2,bchs,4,3
0-1-6-17,14,note,4,3
0-1-6-17,21,uval,4,3
0-1-7,5,efl,3,4
0-1-7,14,nou,3,4
0-1-7,20,tua,3,4
0-1-7,0,zag,3,4
0-1-9,4,dem,3,2
0-1-9,14,now,3,2
0-1-9-20-17-4-17,1,abjurer,7,2
0-1-9-20-17-4-17,14,nowhere,7,2
0-1-9-11,4,demo,4,3
0-1-9-11,14,nowy,4,3
0-1-9-11,19,stbd,4,3
0-1-9-5,4,demi,4,2
0-1-9-5,14,nows,4,2
0-7-16-16,2,birr,4,2
0-7-16-16,14,nudd,4,2
0-7-23-17,8,hoey,4,2
0-7-23-17,14,nuke,4,2
0-7-24,2,biz,3,3
0-7-24,14,nul,3,3
0-7-24,20,tar,3,3
0-7-24-24,2,bizz,4,3
0-7-24-24,14,null,4,3
0-7-24-24,20,tarr,4,3
0-7-25-14,5,elds,4,3
0-7-25-14,14,numb,4,3
0-7-25-14,20,tash,4,3
0-7-2-17,2,bids,4,2
0-7-2-17,14,nupe,4,2
0-7-4-24,1,ahey,4,2
0-7-4-24,14,nurl,4,2
0-7-4-5-11,8,holms,5,2
0-7-4-5-11,14,nursy,5,2
0-12-17,3,cot,3,3
0-12-17,15,oaf,3,3
0-12-17,23,win,3,3
0-12-22,3,coy,3,3
0-12-22,15,oak,3,3
0-12-22,23,wis,3,3
0-12-24,1,amy,3,4
0-12-24,15,oam,3,4
0-12-24,19,seq,3,4
0-12-24,20,tfr,3,4
0-13-12-25,2,bona,4,2
0-13-12-25,15,oban,4,2
0-13-20,8,hub,3,6
0-13-20,15,obi,3,6
0-13-20,18,rel,3,6
0-13-20,19,sfm,3,6
0-13-20,20,tgn,3,6
0-13-20,22,vip,3,6
0-13-21,2,bow,3,3
0-13-21,15,obj,3,3
0-13-21,18,rem,3,3
0-13-0-23,1,anax,4,2
0-13-0-23,15,obol,4,2
0-13-6-4,14,natr,4,2
0-13-6-4,15,obus,4,2
0-13-7,12,lys,3,4
0-13-7,15,obv,3,4
0-13-7,19,sfz,3,4
0-13-7,22,vic,3,4
0-14-5-12-15,4,drips,5,2
0-14-5-12-15,15,octad,5,2
0-14-5-20-14,13,marga,5,2
0-14-5-20-14,15,octic,5,2
0-15-15,1,app,3,5
0-15-15,15,odd,3,5
0-15-15,16,pee,3,5
0-15-15,19,shh,3,5
0-15-15,0,zoo,3,5
0-15-16-4,5,etui,4,2
0-15-16-4,15,odes,4,2
0-15-20-25,6,fuze,4,3
0-15-20-25,15,odin,4,3
0-15-20-25,20,tins,4,3
0-16-25-20-25,2,brava,5,2
0-16-25-20-25,15,oenin,5,2
0-17-17-4,14,neer,4,2
0-17-17-4,15,offs,4,2
0-18-12-24,7,gyse,4,2
0-18-12-24,15,ogam,4,2
0-18-16-16,3,cuss,4,2
0-18-16-16,15,ogee,4,2
0-18-1-6,13,mens,4,2
0-18-1-6,15,ogpu,4,2
0-19-20-0,1,atua,4,2
0-19-20-0,15,ohio,4,2
0-19-0-10,9,ibis,4,2
0-19-0-10,15,ohoy,4,2
0-10-16-3,11,kuan,4,2
0-10-16-3,15,oyer,4,2
0-20-20,11,kee,3,2
0-20-20,15,oii,3,2
0-22-12-10,25,yuki,4,2
0-22-12-10,15,okay,4,2
0-22-16-19,5,eaux,4,3
0-22-16-19,15,okeh,4,3
0-22-16-19,19,soil,4,3
0-22-5-12,13,miry,4,2
0-22-5-12,15,okta,4,2
0-23-15-4,4,dash,4,2
0-23-15-4,15,olds,4,2
0-23-0-17,4,dadu,4,3
0-23-0-17,15,olof,4,3
0-23-0-17,18,rori,4,3
0-23-1-16,12,limb,4,2
0-23-1-16,15,olpe,4,2
0-24-20-5,7,geal,4,2
0-24-20-5,15,omit,4,2
0-25-16,2,bar,3,3
0-25-16,15,one,3,3
0-25-16,19,sri,3,3
0-25-16-3,2,bare,4,2
0-25-16-3,15,oner,4,2
0-25-16-4,2,barf,4,2
0-25-16-4,15,ones,4,2
0-25-20,6,fez,3,2
0-25-20,15,oni,3,2
0-25-10-9,2,balk,4,2
0-25-10-9,15,onyx,4,2
0-25-4,10,jin,3,3
0-25-4,15,ons,3,3
0-25-4,16,pot,3,3
0-25-5,2,bag,3,2
0-25-5,15,ont,3,2
0-0-17,2,bbs,3,2
0-0-17,15,oof,3,2
0-0-19,13,mmf,3,3
0-0-19,15,ooh,3,3
0-0-19,16,ppi,3,3
0-0-0-0,13,mmmm,4,2
0-0-0-0,15,oooo,4,2
0-1-12-23,4,depa,4,3
0-1-12-23,15,opal,4,3
0-1-12-23,19,step,4,3
0-3-13,12,loy,3,4
0-3-13,15,orb,3,4
0-3-13,17,qtd,3,4
0-3-13,18,rue,3,4
0-3-15-6,13,mpbs,4,2
0-3-15-6,15,ordu,4,2
0-3-18-20-12,1,adsum,5,2
0-3-18-20-12,15,orgia,5,2
0-3-23,2,bey,3,2
0-3-23,15,orl,3,2
0-3-25-12,2,bean,4,2
0-3-25-12,15,orna,4,2
0-3-1-19-12-25,2,becuna,6,2
0-3-1-19-12-25,15,orphan,6,2
0-3-3-12,2,been,4,2
0-3-3-12,15,orra,4,2
0-4-20,10,jnd,3,2
0-4-20,15,osi,3,2
0-4-4-16,9,immy,4,2
0-4-4-16,15,osse,4,2
0-5-14,4,dir,3,5
0-5-14,15,otc,3,5
0-5-14,16,pud,3,5
0-5-14,24,xcl,3,5
0-5-14,0,zen,3,5
0-5-10-12-22,9,insue,5,2
0-5-10-12-22,15,otyak,5,2
0-5-20-6-24,9,incog,5,2
0-5-20-6-24,15,otium,5,2
0-5-0,4,did,3,5
0-5-0,15,oto,3,5
0-5-0,16,pup,3,5
0-5-0,20,tyt,3,5
0-5-0,22,vav,3,5
0-5-5-0,1,affa,4,2
0-5-5-0,15,otto,4,2
0-6-18-19,1,agst,4,2
0-6-18-19,15,ough,4,2
0-6-3,3,cif,3,2
0-6-3,15,our,3,2
0-6-11-0,1,agla,4,2
0-6-11-0,15,ouzo,4,2
0-7-12-23,8,hote,4,2
0-7-12-23,15,oval,4,2
0-7-12-23-4,8,hotel,5,2
0-7-12-23-4,15,ovals,5,2
0-7-16-10,2,birl,4,2
0-7-16-10,15,ovey,4,2
0-7-16-3,11,kran,4,2
0-7-16-3,15,over,4,2
0-8-15,7,gov,3,4
0-8-15,15,owd,3,4
0-8-15,19,sah,3,4
0-8-15,0,zho,3,4
0-8-16,5,emu,3,4
0-8-16,15,owe,3,4
0-8-16,19,sai,3,4
0-8-16,23,wem,3,4
0-8-16-25,7,gowf,4,3
0-8-16-25,15,owen,4,3
0-8-16-25,19,sair,4,3
0-8-16-4,7,gowk,4,2
0-8-16-4,15,owes,4,2
0-8-5,7,gol,3,4
0-8-5,15,owt,3,4
0-8-5,19,sax,3,4
0-8-5,23,web,3,4
0-9-12-25,6,fore,4,2
0-9-12-25,15,oxan,4,2
0-11-13,1,aln,3,3
0-11-13,16,pac,3,3
0-11-13,20,teg,3,3
0-11-13-5,14,nyas,4,2
0-11-13-5,16,pacu,4,2
0-11-14-3,1,alod,4,2
0-11-14-3,16,pads,4,2
0-11-19-14,1,alto,4,2
0-11-19-14,16,paid,4,2
0-11-19-21,4,dowy,4,2
0-11-19-21,16,paik,4,2
0-11-19-0,4,dowd,4,2
0-11-19-0,16,paip,4,2
0-11-19-2,4,dowf,4,2
0-11-19-2,16,pair,4,2
0-11-22-9,9,iter,4,2
0-11-22-9,16,paly,4,2
0-11-22-3,9,itel,4,2
0-11-22-3,16,pals,4,2
0-11-22-4,9,item,4,2
0-11-22-4,16,palt,4,2
0-11-24-21,4,doby,4,2
0-11-24-21,16,pank,4,2
0-11-24-3-9,11,kvint,5,2
0-11-24-3-9,16,pansy,5,2
0-11-2,1,alc,3,4
0-11-2,16,par,3,4
0-11-2,18,rct,3,4
0-11-2,23,why,3,4
0-11-2-13,7,grit,4,2
0-11-2-13,16,parc,4,2
0-11-2-14,1,alco,4,2
